Vessel_ID,IATTC_Number.x,Vessel_Name.x,Call_Sign.x,Port_of_Registration.x,Port_of_Registration_State.x,Length.m.,Beam..m.,Depth..m.,Gross_Ton.mt.,Engine_Power.hp..x,Year_Built.x,Hull_Material.y,Fish.hold.volume..m3.,Gear.x
241105,10025,Edgar A,WDC6856,Toledo,OR,13.8,4.05,1.67,19,300,1941,Wood,15,Troll
241359,11301,Victory,WDG6330,Crescent City,CA,11.85,3.9,1.82,16,180,1942,Wood,15,Troll
241493,NA,ELIZABETH,WDG5953,Newport,OR,10.30173728,3.10880829,1.645839683,12,NA,1942,Wood,NA,NA
241528,NA,Betty K,WC3480,San Francisco,CA,11.4,NA,NA,11,NA,1940,Wood,NA,NA
241534,11215,Theron,WCZ2472,Ilwaco,WA,11.76,3.5,1.67,15,200,1942,Wood,NA,Troll
241539,NA,GRANVILLE,WDB8080,Newport,OR,12.06949101,3.779335568,2.103017373,22,NA,1942,Wood,NA,NA
241620,NA,JUDY II,WA6641,Newport,OR,13.80676623,3.68790003,1.767753734,22,165,1942,Wood,NA,NA
241627,NA,Golden Wave,WDA2116,Astoria,OR,10.51829268,NA,NA,19,NA,1942,Wood,NA,NA
241746,13274,Ginevra A,WDD3859,Coos Bay,OR,10.51,3.16,1.21,8,115,1942,Wood,NA,Troll
241783,NA,CERES,WA3514,Winchester Bay,OR,14.35537946,3.657421518,1.828710759,19,NA,1942,Wood,NA,NA
241791,NA,F/V SCARAB,WB2562,Westport,WA,14.41633648,3.657421518,1.737275221,19,NA,1942,Wood,NA,NA
241924,11253,Trondhjem,WDB6602,Newport,OR,12.37,3.74,1.79,20,176,1942,Wood,15,Troll
241972,NA,PATRICIA ANN,WA7064,Astoria,OR,18.5614142,5.729960378,1.706796708,42,250,1942,Wood,NA,NA
242098,NA,Don Mory,WC6091,Newport,OR,10.27439024,#VALUE!,#VALUE!,9,NA,1942,Wood,NA,NA
242172,NA,LEE ROSE,WB5286,Westport,WA,15.20877781,4.937519049,2.346845474,47,NA,1942,Wood,NA,NA
242264,13339,Maui,WSV9959,Petaluma,CA,11.09,3.53,1.76,13,201,1942,Wood,NA,Troll
243083,10999,Sea Lion III,WDG5966,Newport,OR,12.37,3.71,1.7,19,165,1943,Wood,11,Troll
243196,NA,Clara B II,WA3729,Coos Bay,OR,11.31097561,NA,NA,15,NA,1943,Wood,NA,NA
243331,13311,Swan,WDD3018,Port Angeles,WA,13.13,4.02,1.92,23,238,1943,Wood,NA,Troll
243404,NA,ILA,WDE3102,Ketchikan,AK,11.21609265,3.352636391,1.737275221,14,NA,1943,Wood,NA,NA
243797,NA,SLEIPNER,WB3102,Astoria,OR,11.67327034,3.68790003,1.737275221,18,150,1943,Wood,NA,NA
243806,9979,Destiny,WDF8181,Westport,WA,12.46,3.87,1.95,19,150,1943,Wood,14,Troll
244217,NA,RECRUIT,WDE6805,Westport,WA,22.82840597,6.461444681,3.017372752,112,NA,1943,Wood,NA,NA
245144,14022,June II,WDH2535,North Bend,WA,12.95,3.5,1.67,16,150,1944,Wood,NA,Troll
245645,11285,Valor III,WDF5455,Newport,OR,12.58,3.77,1.88,21,240,1944,Wood,13,Multi-purpose
245788,NA,CRICKET,WA2478,Half Moon Bay,CA,10.63700091,3.505028955,1.219140506,12,NA,1944,Wood,NA,NA
245815,11345,White Dove,WB5925,San Francisco,CA,10.72,3.1,1.43,11,140,1944,Wood,8,Troll
245881,NA,Tillamac,WF6830,Newport,OR,10.45731707,NA,NA,11,NA,1944,Wood,NA,NA
246085,NA,REGINA,WDC9234,KAKE,AK,13.28863151,3.352636391,1.61536117,17,115,1944,Wood,NA,NA
246240,946,West Coast,WE8394,Eureka ,CA,13.25,4.14,1.82,19,165,1944,Wood,13,Troll
246409,13056,Fortress,WA5073,South Bend,OR,19.38,5.79,2.59,66,360,1944,Wood,NA,Troll
246410,NA,JOANNE,WDC4882,Fort Bragg,CA,11.30752819,3.230722341,1.280097531,12,NA,1944,Wood,NA,NA
246491,NA,Southern Belle,WB7642,Eureka ,CA,17.01219512,NA,NA,36,NA,1944,Wood,NA,NA
246874,NA,Valiant II,WDA2258,Astoria,OR,10.94512195,NA,NA,17,NA,1944,Wood,NA,NA
247470,13121,Lassie,WDG3188,Charleston,OR,11.12,3.35,1.64,12,165,1945,Wood,NA,Troll
247779,NA,Sea Breeze II,WB2617,Portland,OR,14.63414634,NA,NA,35,NA,NA,Wood,NA,NA
247784,13023,Garnet,WDA5037,Charleston,OR,10.48,3.62,1.76,15,120,1945,Wood,NA,Troll
248030,NA,Harmony,WC9971,Newport,OR,11.52439024,NA,NA,20,NA,1945,Wood,NA,NA
248154,16020,Arminta,WDD6541,Port Townsend,WA,13.41,4.26,2.46,28,220,1945,Wood,NA,Troll
248180,10353,Karolee,WDD9168,Quilcene,WA,11.91,3.56,2.31,20,150,1945,Wood,7,Troll
248248,13183,Kay,WDF9174,Newport,OR,11.64,3.65,2.22,20,150,1945,Wood,NA,Troll
248282,10509,Nakamoto,WDK3652,Charleston,OR,11.3,3.56,1.52,10,85,1945,Wood,NA,Troll
248313,NA,FLEET,WA4999,Westport,WA,15.20877781,4.724169461,1.828710759,39,NA,1945,Wood,NA,NA
248363,12546,Pacific Belle,WDG6251,Coos Bay,OR,15.36,4.14,1.64,22,165,1945,Wood,NA,Multi-purpose
248545,NA,WILLANINA,248545,Seattle,WA,14.02011582,4.419384334,2.621152088,38,NA,1945,Wood,NA,NA
248552,NA,DENNY BOY,WCZ3257,Coos Bay,OR,11.76470588,3.474550442,1.61536117,13,135,1945,Wood,NA,NA
248590,NA,KAREN,WDG9407,Garibaldi,OR,17.55562329,4.084120695,1.920146297,32,200,1945,Wood,NA,NA
248618,12513,Sea,WDH4240,Fort Bragg,CA,12.86,3.81,1.67,10,250,1945,Wood,NA,Troll
248668,NA,WELLAMO,WDI8953,Charleston,OR,12.0390125,3.779335568,1.737275221,18,NA,1945,Wood,NA,NA
248721,NA,KIA ORA,WCX7993,Ketchikan,AK,10.1188662,3.200243828,1.097226455,8,NA,1945,Wood,NA,NA
248798,13264,Elmarue,WDD5728,Eureka ,CA,12.89,3.81,1.46,23,115,1946,Wood,NA,Troll
248848,9945,Danube II,WCP8298,Westport,WA,14.23,4.41,2.04,28,160,1945,Wood,24,Multi-purpose
248869,NA,SEA SPIRIT,WDA6882,Moss Landing,CA,11.15513563,3.322157879,1.676318196,14,175,1945,Wood,NA,NA
248974,NA,Virgie J,WG9499,San Francisco,CA,10.79268293,NA,NA,9,NA,NA,Wood,NA,NA
249064,NA,Louise,WYP3806,Newport,OR,10.0304878,NA,NA,9,NA,NA,Wood,NA,NA
249208,12717,Agnes C,WDD5449,Charleston,OR,10.42,3.2,1.37,9,85,1946,Wood,NA,Troll
249306,NA,BETICIA,WDG6068,San Francisco,CA,13.258153,4.266991771,2.438281012,32,NA,1946,Wood,NA,NA
249439,12736,Nel Ron Dic,WDA9299,Coos Bay,OR,15.72,4.41,1.92,28,300,1946,Wood,NA,Troll
249555,NA,Cecilia B,WC6913,Tacoma,WA,12.5304878,NA,NA,27,NA,1946,Wood,NA,NA
249565,NA,ELMA G,WE3749,San Francisco,CA,10.27125876,3.291679366,1.219140506,9,NA,1946,Wood,NA,NA
249577,NA,GEORGENE,WA5326,Seattle,WA,18.073758,5.516610789,2.6516306,67,NA,1946,Wood,NA,NA
249610,9765,Bertha J,WDA6695,Ilwaco,WA,12.52,4.02,2.56,27,180,1946,Wood,21,Troll
249677,13325,Freeland,WDF4627,Santa Cruz,CA,15.08,5.51,2.59,54,360,1946,Wood,NA,Troll
249685,NA,SAGA WIND,WB4705,Newport,OR,10.39317281,3.10880829,1.737275221,12,NA,1946,Wood,NA,NA
249721,NA,JAYDEN MARIE,WC5978,Charleston,OR,13.86772326,4.206034746,2.712587626,38,125,1946,Wood,NA,NA
249758,NA,ELIN LAINE,WB2733,Eureka ,CA,13.80676623,4.114599208,2.468759525,34,NA,1946,Wood,NA,NA
249830,NA,Tunafin,WDE6078,San Francisco,CA,13.41463415,NA,NA,20,NA,1946,Wood,NA,NA
249891,9635,Aku,WDB6358,Ilwaco,WA,12.07,3.81,1.73,18,165,1946,Wood,11,Multi-purpose
249971,NA,DENISE,WC7443,Half Moon Bay,CA,15.51356294,4.876562024,1.432490094,29,165,1946,Wood,NA,NA
249995,NA,Raven,WC9889,Warrenton,OR,13.90243902,#VALUE!,#VALUE!,38,NA,1946,Wood,NA,NA
250064,NA,HI HO,WA5938,LANGLOIS,OR,13.04480341,4.175556233,1.584882658,23,160,1946,Wood,NA,NA
250101,1705,Supreme,WDD5035,Bodega Bay,CA,12.49,3.99,2.56,25,100,1946,Wood,25,Troll
250111,13515,Venture II,WAV9818,Tokeland,WA,14.17,3.81,1.95,24,250,1946,Wood,NA,Troll
250133,NA,JEANNIE-MARIE,WD7003,San Francisco,CA,12.46571167,3.718378543,1.49344712,17,NA,1946,Wood,NA,NA
250210,10581,Midnite,WCZ4871,Newport,OR,10.05,3.29,1.95,15,160,1946,Wood,17,Troll
250241,NA,SKIPPER,WB5881,Westport,WA,13.34958854,4.297470283,2.438281012,33,165,1946,Wood,NA,NA
250433,NA,Linron,WY6619,Waldport,OR,10.06097561,#VALUE!,#VALUE!,9,NA,NA,Wood,NA,NA
250668,NA,POLLY ANN,WC5484,Florence,OR,14.99542822,4.084120695,2.194452911,31,NA,1946,Steel,NA,NA
250939,10533,Mary C,WDE7316,Eureka ,CA,12.77,4.05,2.07,22,300,1946,Wood,10,Troll
250941,13341,K III,WDG5971,Fort Bragg,CA,12.22,3.81,1.37,13,180,1946,Wood,NA,Multi-purpose
251261,10249,Ina Ruth,WDG5430,Brookings,OR,13.53,4.35,2.4,27,335,1946,Wood,25,Multi-purpose
251357,NA,GINNY C,WDD3230,PETERSBURG,AK,18.59189272,5.425175251,2.346845474,64,NA,1943,Wood,NA,NA
251490,10393,Kuban,WF3466,Ilwaco,WA,10.69,3.35,1.31,10,113,1946,Wood,7,Troll
251553,12647,Wyoming,WDD7205,Westport,WA,11.7,3.93,2.16,20,165,1947,Wood,NA,Multi-purpose
251608,NA,MICKEY SUE,WDC8487,Garibaldi,OR,10.08838769,3.413593417,1.462968607,11,115,1947,Wood,NA,NA
251931,13034,Aimee June,WCZ5826,Eureka ,CA,11.46,3.62,1.64,13,100,1947,Wood,NA,Troll
252293,NA,DEEP SEA,WA4111,Seattle,WA,39.01249619,8.076805852,4.266991771,197,NA,1947,Steel,NA,NA
252331,NA,Alaska,NA,San Diego,CA,28.68902439,NA,NA,221,NA,1947,Steel,NA,NA
252381,11217,Thor,WCZ5256,South Beach,OR,11.43,3.23,1.58,15,150,1947,Wood,13,Troll
252497,211,Seastar,WCP3968,Half Moon Bay,CA,12.83,3.87,2.04,22,300,1947,Wood,NA,Troll
252585,11095,Southern Cross,WC2774,Ilwaco,WA,13.71,3.96,2.13,23,180,1947,Wood,13,Troll
252676,1807,Carmillo,WAA7656,Harbor,OR,14.63,4.2,2.43,30,250,1947,Wood,26,Troll
252737,11067,Silver Sea,WDB9253,Siletz,OR,12.49,3.65,2.43,24,130,1947,Wood,13,Troll
252739,9679,Anchor,WDG8516,Seattle,WA,14.96,4.87,1.82,36,150,1947,Wood,32,Troll
252755,NA,ELSIE,WF6462,Ilwaco,WA,12.25236208,3.840292594,2.377323987,24,NA,1947,Wood,NA,NA
252785,NA,SOUTH SEA,WRY6577,Ilwaco,WA,12.0390125,3.68790003,1.828710759,19,165,1947,Wood,NA,NA
253007,NA,WESTERN SKIES,WC4440,Astoria,OR,13.34958854,4.266991771,2.52971655,34,250,1947,Wood,NA,NA
253082,NA,Sealanes,WC3912,Seattle,WA,13.01829268,NA,NA,21,NA,1947,NA,NA,Recreational
253118,NA,THE BOSS,WCP4615,San Francisco,CA,25.2971655,6.613837245,2.011581835,79,NA,1947,Steel,NA,NA
253269,NA,LINDA,WDF8855,Seattle,WA,11.58183481,3.901249619,2.042060347,24,NA,1947,Wood,NA,NA
253310,NA,DIANE,WB7092,Aberdeen,WA,12.19140506,3.474550442,1.432490094,14,NA,1943,Wood,NA,NA
253434,NA,Dorby S,WD6385,Westport,WA,15.85365854,NA,NA,34,NA,1947,Wood,NA,NA
253843,14095,Quest,WDG7494,Astoria,OR,11.46,3.47,2.16,17,100,1947,Wood,NA,Troll
254617,NA,KEA LYNN,WCX7950,Half Moon Bay,CA,12.74001829,4.02316367,2.377323987,27,NA,1948,Wood,NA,NA
254628,NA,AMPLE II,WD6138,Sitka,AK,12.31331911,3.779335568,2.224931423,24,NA,1948,Wood,NA,NA
254696,NA,PATOS,WDA9445,Ilwaco,WA,14.17250838,4.266991771,2.52971655,35,NA,1948,Wood,NA,NA
254698,NA,Becky,WE7811,Eureka ,CA,12.16463415,#VALUE!,#VALUE!,20,NA,1948,Wood,NA,NA
254935,NA,MARY JANE,WA9013,Newport,OR,10.63700091,3.535507467,1.219140506,12,NA,1948,Wood,NA,NA
255029,NA,MARAUDER,WB7729,Half Moon Bay,CA,10.3626943,3.261200853,1.249619019,11,NA,1948,Wood,NA,NA
255113,NA,LORA LEE,WB4804,San Francisco,CA,13.80676623,3.748857056,2.194452911,26,NA,1948,Wood,NA,NA
255491,NA,APRIL M,WB6614,Ketchikan,AK,11.55135629,3.657421518,1.523925632,15,90,1948,Wood,NA,NA
255548,NA,SUN RA,WDF7784,Santa Cruz,CA,14.26394392,4.510819872,2.499238037,38,265,1948,Wood,NA,NA
255623,NA,LISA ANN,WDE6661,TAHOLAH,WA,14.50777202,5.028954587,2.224931423,39,450,1948,Wood,NA,NA
255810,NA,NORN,WDC4412,Neah Bay,WA,11.52087778,3.657421518,2.133495885,20,240,1948,Wood,NA,NA
255985,13468,Sunup,WB8562,Rio Dell,CA,15.24,4.26,2.4,34,160,1948,Wood,NA,Troll
256048,10055,Ethel May,WAS5882,Westport,WA,15.84,4.41,2.49,31,220,1948,Wood,5,Troll
256113,NA,WESTPOINT,WD9100,Crescent City,CA,12.37427614,3.962206644,1.859189272,21,NA,1948,Wood,NA,NA
256219,NA,MISS ANGRA,WB9554,Eureka ,CA,10.66747943,3.56598598,1.280097531,13,NA,1948,Wood,NA,NA
256272,10429,Lanola,WB9428,Coos Bay,OR,15.24,4.57,2.13,41,330,1948,Wood,35,Multi-purpose
256459,13141,Della-C,WDB7822,Charleston,OR,10.97,3.26,1.28,8,73,1948,Wood,NA,Troll
256556,1855,Sea Master,WTS6843,Westport,WA,18.34,5.66,2.71,61,346,1948,Wood,NA,Troll
257155,NA,SHOWBOAT,WDA8370,Westport,WA,12.49619019,3.962206644,2.377323987,25,200,1949,Wood,NA,NA
257331,13348,Valentine,WDB7032,Newport,OR,13.13,3.96,2.01,24,185,1949,Wood,NA,Multi-purpose
257653,10201,Harvest Queen,WBQ3541,Westport,WA,14.11,4.23,1.76,12,250,1948,Wood,2,Troll
257746,NA,LADEE G,WC2909,Winchester Bay,OR,13.95915879,3.596464493,1.49344712,20,125,1949,Wood,NA,NA
257918,NA,KVINS,WC6712,San Francisco,CA,11.85614142,3.748857056,2.07253886,21,165,1949,Wood,NA,NA
257950,NA,MARTHA,WDC5021,Ketchikan,AK,15.20877781,5.0594331,2.377323987,46,NA,1949,Wood,NA,NA
258077,NA,GARY LEE,WDD4283,Coos Bay,OR,15.97074063,4.510819872,2.042060347,34,NA,1949,Wood,NA,NA
258739,NA,Randi,WG3193,Bandon,OR,9.87804878,#VALUE!,#VALUE!,8,NA,1939,Wood,NA,NA
258794,NA,KATALINA PHAN,WDF8541,Long Beach,CA,18.04327949,5.516610789,2.621152088,67,NA,1949,Wood,NA,NA
259125,NA,FRAM,WAY7666,Sitka,AK,10.42365133,3.261200853,2.103017373,16,120,1949,Wood,NA,NA
259295,10847,Pisces,WC6642,Brookings,OR,13.1,4.29,2.16,24,190,1950,Wood,21,Troll
259347,NA,KARANNA,WC7350,Westport,WA,11.33800671,3.657421518,1.981103322,18,NA,1950,Wood,NA,NA
259413,NA,CHENA,WDA4639,Charleston,OR,29.65559281,6.552880219,3.291679366,168,NA,1942,Wood,NA,NA
259676,NA,RENABEL,WDC5230,Half Moon Bay,CA,13.95915879,4.358427309,1.859189272,31,375,1950,Steel,NA,NA
259740,NA,AKAMAI,WC7503,BARBERS POINT,HI,18.34806461,4.663212435,2.285888449,53,NA,1950,Wood,NA,NA
259811,15761,Jean C,,Winchester Bay,OR,9.29,3.07,1.37,9,150,1950,Wood,NA,Troll
259816,NA,Loran,WDC5097,Sitka,AK,13.84146341,#VALUE!,#VALUE!,33,NA,1950,Wood,NA,NA
259831,NA,Toni Dianne III,WC7847,Charleston,OR,18.68902439,#VALUE!,#VALUE!,48,NA,1943,Wood,NA,NA
259841,NA,PERWYN,WD7630,Port Angeles,WA,13.0143249,3.596464493,2.011581835,22,NA,1950,Wood,NA,NA
259896,NA,SANDRAFAY,WCZ7972,Newport,OR,11.94757696,3.870771106,2.042060347,23,NA,1950,Wood,NA,NA
259965,NA,WILLIE K,WC8402,Crescent City,CA,11.58183481,3.444071929,1.523925632,14,75,1950,Wood,NA,NA
260044,NA,HUNTER,WDD2915,Florence,OR,14.35537946,4.907040536,2.103017373,42,NA,1950,Wood,NA,NA
260045,10637,Molly,WDE7287,Newport,OR,14.38,4.9,2.1,38,360,1950,Wood,46,Multi-purpose
260216,NA,CENTENNIAL,WUR5368,TAHOLAH,WA,13.71533069,4.236513258,1.981103322,29,165,1950,Wood,NA,NA
260225,NA,LIVELY JANE,WC8877,SEWARD,AK,15.20877781,4.785126486,2.224931423,40,325,1950,Wood,NA,NA
260390,NA,NELMA II,WDB8896,Coos Bay,OR,9.113075282,3.139286803,1.249619019,11,NA,1939,Wood,NA,NA
260469,NA,Katharine S,WF4865,NA,NA,13.96341463,#VALUE!,#VALUE!,30,NA,NA,Wood,NA,NA
260653,NA,Sandra Dee,WC4833,San Francisco,CA,10.97560976,#VALUE!,#VALUE!,14,NA,1949,Wood,NA,NA
260907,NA,Silver Dollar,WD5907,Coos Bay,OR,12.37804878,#VALUE!,#VALUE!,24,NA,NA,Wood,NA,NA
261032,15734,Cape Cleare,WDH4184,Port Townsend,WA,12.43,3.96,2.49,26,168,1950,Wood,NA,Troll
261087,12904,Helen Marie,WDB8846,Brookings,OR,10.36,3.53,1.85,13,90,1949,Wood,NA,Troll
261197,NA,TASU,WD6780,Santa Cruz,CA,12.64858275,4.114599208,1.828710759,23,NA,1951,Wood,NA,NA
261361,NA,STELLA,WD5303,Crescent City,CA,15.23925632,4.206034746,2.6516306,37,180,1951,Wood,NA,NA
261450,NA,Whisper,WDB8797,Newport,OR,12.68292683,#VALUE!,#VALUE!,21,NA,1951,Wood,NA,NA
261461,15199,Valkyrie,,Garibaldi,OR,13.38,4.41,2.77,36,250,1951,Wood,NA,Troll
261615,NA,Grace Ann,WDA4302,Santa Barbara,CA,11.58536585,NA,NA,26,NA,1951,Wood,NA,NA
261671,14127,Shirley,WD7883,Fort Bragg,CA,13.38,4.41,2.77,36,270,1951,Wood,NA,Troll
261814,NA,THE CHASER,WL3831,Sitka,AK,12.13044803,3.383114904,1.371533069,15,135,1943,Wood,NA,NA
261861,12542,Sea Angel,WCG2413,Everett,WA,12.71,4.17,2.25,24,201,1952,Wood,NA,Multi-purpose
261884,NA,Truth,WYZ5845,Westport,WA,9.634146341,NA,NA,18,NA,NA,Wood,NA,NA
261901,NA,Gladys-L,NA,Coos Bay,OR,12.19512195,NA,NA,18,NA,NA,Wood,NA,NA
261966,12734,Garda Marie,WDD6159,Neah Bay,WA,13.56,4.11,2.68,32,285,1951,Wood,NA,Troll
261974,NA,THORA-S,WAZ2003,Charleston,OR,13.53245962,4.114599208,2.682109113,35,NA,1951,Wood,NA,NA
262076,10989,Sea Breeze,WDE5491,Santa Cruz,CA,13.28,4.14,2.13,26,120,1951,Wood,20,Multi-purpose
262086,10655,Mystic,WD7230,Winchester Bay,OR,17.67,4.87,2.56,47,365,1951,Wood,21,Troll
262161,9853,Caremi,WDD5630,Florence,OR,13.62,4.26,2.28,30,400,1951,Steel,42,Troll
262199,NA,PACIFIC GIRL,WF3844,Westport,WA,12.98384639,3.962206644,2.407802499,29,NA,1951,Wood,NA,NA
263115,NA,LINDA DAWN,WD9813,Crescent City,CA,9.692167022,3.505028955,1.554404145,11,NA,1952,Wood,NA,NA
263117,NA,ABIQUA,WE3478,Garibaldi,OR,12.80097531,4.266991771,2.194452911,25,185,1951,Wood,NA,NA
263120,15738,Claire-H,WDG7762,Fort Bragg,CA,11.03,3.47,2.1,16,104,1952,Wood,NA,Troll
263178,12808,Rosella,WF5701,Half Moon Bay,CA,10.78,3.29,2.16,15,100,1952,Wood,NA,Troll
263690,10835,Peso II,WDC4172,Coos Bay,OR,14.11,4.38,1.88,27,275,1952,Wood,27,Troll
263704,NA,LETA J,WDC3978,Bandon,OR,10.72843645,3.626943005,1.280097531,15,190,1952,Wood,NA,NA
263729,NA,SEA PUP,WDB4125,Newport,OR,8.991161231,3.291679366,1.523925632,9,NA,1952,Wood,NA,NA
264274,NA,KAMIE J,WDD6357,Sitka,AK,10.94178604,3.626943005,2.011581835,20,140,1952,Wood,NA,NA
265542,10387,Kristy,WE7636,Fort Bragg,CA,15.2,4.99,1.95,45,325,1953,Steel,55,Troll
265552,NA,PALOMA,WDG4705,Santa Cruz,CA,11.15513563,3.535507467,2.133495885,19,NA,1953,Wood,NA,NA
265588,NA,Rose Marie,WB2193,Longview,WA,9.207317073,#VALUE!,#VALUE!,9,NA,1928,Wood,NA,NA
265829,NA,Sea Breeze,WF7247,Florence,OR,10.27439024,#VALUE!,#VALUE!,12,NA,1953,Wood,NA,NA
266203,12735,Halo,WTR9001,Charleston,OR,9.57,3.53,1.95,27,65,1953,Wood,NA,Longline
266581,NA,APACHE 4,WY9206,Newport,OR,9.20451082,2.773544651,1.066747943,7,NA,1927,Wood,NA,NA
267126,12727,Kanoa Grande,WDI6181,Newport,OR,10.3,3.13,1.28,9,90,1925,Wood,NA,Troll
267159,13499,Sandy B,WG5464,Bodega Bay,CA,12.28,4.02,2.19,23,200,1954,Wood,NA,Troll
267353,NA,Sun Beam,WCZ8213,Coos Bay,OR,9.695121951,NA,NA,7,NA,1936,Wood,NA,NA
267365,1201,Rose Marie,WBH7331,Eureka ,CA,15.84,4.75,2.13,37,300,1954,Wood,18,Troll
267529,NA,Opal L,WF6436,Chinook,WA,12.13414634,NA,NA,20,NA,1942,Wood,NA,NA
268056,NA,DIXIE LEE,WD9977,Florence,OR,9.143553795,2.956415727,1.798232246,10,NA,1951,Wood,NA,NA
269266,9997,Donna Lou,WG4211,Newport,OR,11.79,3.9,2.1,19,220,1955,Wood,10,Troll
269290,NA,CHERYL M,WDF9938,Charleston,OR,12.64858275,3.10880829,1.645839683,15,NA,1955,Steel,NA,NA
269534,NA,SOUTH SIDE,WDH9415,Westport,WA,11.18561414,3.779335568,2.163974398,22,NA,1955,Wood,NA,NA
270953,NA,Seacrest,WG9120,Charleston,OR,11.25,NA,NA,16,NA,1956,Wood,NA,NA
274577,11227,Toby J,WDF6502,Coos Bay,OR,16.94,5.63,2.92,57,280,1957,Steel,67,Troll
274604,NA,Bess Chet,WL2687,Newport,OR,12.80487805,NA,NA,23,NA,1957,Wood,NA,NA
274671,NA,KARMA,WDA9822,CORDOVA,AK,17.15940262,5.364218226,2.895458702,61,220,1957,Steel,NA,NA
275064,NA,PISCES,WJ9917,San Pedro,CA,16.09265468,4.907040536,2.316366961,52,NA,1957,Steel,NA,NA
275373,NA,VIXEN,WJ6016,CARPINTERIA,CA,19.20146297,6.126181042,2.52971655,86,NA,1957,Wood,NA,NA
275715,13073,Halco,WBJ4033,Coos Bay,OR,10.97,3.65,1.06,11,165,1958,Wood,NA,Troll
276768,9957,Deanna Marie,WDG5471,Gold Beach,OR,12.58,3.41,2.04,16,130,1958,Wood,14,Troll
277084,15685,Angie,,Port Orford,OR,10.97,3.13,1.34,9,325,1958,FRP (Fiberglass),NA,Multi-purpose
277277,NA,MARY CATHERINE,WDH3397,Neah Bay,WA,15.33069186,5.0594331,1.981103322,37,320,1958,Wood,NA,NA
278435,13163,Marilee,WDB7689,Fort Bragg,CA,11.97,3.71,2.19,20,165,1959,Wood,NA,Troll
278534,NA,Dare,WC9337,Newport,OR,35.6,NA,NA,9,NA,1920,Wood,NA,NA
278671,NA,Frankie,WDC7045,Bandon,OR,11.8902439,NA,NA,14,NA,1959,Wood,NA,NA
278893,NA,Enterprise,WL9374,Depoe Bay,OR,14.23780488,NA,NA,34,NA,NA,Steel,NA,NA
279158,NA,SEACTIS,WDE3302,La Push,WA,14.23346541,4.724169461,2.133495885,38,NA,1959,Wood,NA,NA
279320,14131,Sunstar,WDC8515,Neah Bay,WA,13.25,4.41,2.86,35,165,1959,Wood,NA,Troll
279603,NA,CHARLIE + CAROL,WE8841,Santa Barbara,CA,9.631209997,3.078329778,1.584882658,12,NA,1941,Wood,NA,NA
280688,NA,SLEEP ROBBER,WDB8042,Winchester Bay,OR,12.00853398,4.14507772,1.767753734,23,NA,1960,Wood,NA,NA
280972,NA,Manatee,WF2396,Chetco River,OR,10.09146341,#VALUE!,#VALUE!,8,NA,1941,Wood,NA,NA
281107,NA,CAP ARMSTRONG,WP5796,NOYO,CA,12.98384639,4.02316367,1.737275221,21,NA,1960,Wood,NA,NA
281261,14101,Refuge,WDG2622,Newport Beach,OR,10.88,3.9,1.7,11,85,1944,Wood,NA,Troll
281911,NA,TERRY K,WDC4682,Charleston,OR,14.41633648,4.632733923,2.07253886,39,NA,1960,Wood,NA,NA
282189,NA,HOLLY K,WM9895,San Francisco,CA,10.48460835,3.505028955,2.285888449,17,350,1960,Wood,NA,NA
282410,NA,MYSTERY MAID,WP5708,Seattle,WA,14.72112161,4.907040536,2.133495885,42,NA,1960,Wood,NA,NA
284216,NA,DORY LYNN,WP9306,Olympia,WA,13.28863151,4.175556233,1.95062481,32,NA,1961,Wood,NA,NA
284958,NA,KELLAN A,WDD9769,Moss Landing,CA,14.47729351,4.632733923,1.676318196,26,NA,1961,Wood,NA,NA
285125,NA,Ten Ninety One,WR7485,McKinleyville,CA,46.82926829,#VALUE!,#VALUE!,331,NA,1944,Steel,NA,NA
285496,NA,BLUE BELLE,WR9248,Ilwaco,WA,17.28131667,4.60225541,2.438281012,37,NA,1961,Steel,NA,NA
289960,NA,Massachusetts,WI3862,Flagstaff,AZ,34.90853659,NA,NA,NA,NA,1962,Steel,NA,NA
290017,NA,Tammyran,WDA3471,Brookings,OR,10.97560976,NA,NA,12,NA,1962,Wood,NA,NA
290047,12503,Joyce,WDG4310,Charleston,OR,10.08,3.13,1.21,7,95,NA,Wood,NA,Troll
290896,12592,Beverly B.,WI8812,Crescent City,CA,14.35,4.6,1.58,22,200,1956,Wood,NA,Troll
291082,NA,AL-W,WDD7588,Eureka ,CA,15.36117037,4.785126486,2.285888449,45,NA,1963,Wood,NA,NA
291120,14972,Amigo,WDF3891,Warrenton,OR,12.19,4.26,1.82,24,400,1963,FRP (Fiberglass),NA,Recreational fishing
291458,9969,Delma Ann,WCD5329,Florence,OR,15.69,4.26,2.13,32,200,1963,FRP (Fiberglass),16,Troll
291586,NA,Angel Sea,NA,Crescent City,CA,13.56707317,NA,NA,32,NA,1963,Wood,NA,NA
292272,9883,Charlie Noble,WDG146,Moss Landing,CA,12.67,3.84,2.49,25,285,1963,Wood,28,Troll
292441,9845,Captain Banjo,WCY6356,Eureka ,CA,18.8,5.33,2.49,54,400,1963,Steel,42,Multi-purpose
293369,NA,PACIFIC 1,WDK2980,DUTCH HARBOR,AK,17.61658031,5.973788479,2.804023164,69,480,1963,Steel,NA,NA
294036,13865,Kathy H,WDD3280,Warrenton,OR,15.14,5.48,2.07,50,350,1964,Steel,NA,Multi-purpose
